point,temps_s,stable,montee_charge,critique,batterie_faible,nominal
2710,5420,4,33,12,7,15
2711,5422,4,32,12,7,14
2712,5424,4,32,11,6,12
2713,5426,3,31,11,7,10
2714,5428,3,31,10,7,9
2715,5430,3,31,8,7,7
2716,5432,3,31,7,7,7
2717,5434,3,31,6,7,14
2718,5436,3,33,9,9,15
2719,5438,3,32,8,8,14
2720,5440,3,31,7,7,22
2721,5442,3,31,7,8,21
2722,5444,3,31,6,8,18
2723,5446,3,39,6,7,16
2724,5448,3,37,5,6,13
2725,5450,4,36,4,7,12
2726,5452,4,35,5,11,10
2727,5454,5,36,9,14,11
2728,5456,4,35,7,13,9
2729,5458,4,34,6,16,9
2730,5460,3,33,5,14,9
2731,5462,3,32,6,12,8
2732,5464,3,32,5,11,7
2733,5466,3,32,5,15,7
2734,5468,3,32,4,12,8
2735,5470,4,31,3,11,8
2736,5472,5,38,15,13,10
2737,5474,5,37,13,23,10
2738,5476,9,35,12,19,9
2739,5478,7,34,13,18,9
2740,5480,6,33,10,15,8
2741,5482,6,33,12,14,7
2742,5484,5,32,11,11,7
2743,5486,4,31,10,10,15
2744,5488,4,31,8,8,13
2745,5490,4,33,11,10,15
2746,5492,4,32,10,10,12
2747,5494,4,32,8,8,11
2748,5496,4,32,8,7,10
2749,5498,4,32,8,7,9
2750,5500,4,33,7,7,9
2751,5502,4,33,8,6,22
2752,5504,3,32,6,6,19
2753,5506,3,32,6,4,17
2754,5508,4,34,8,6,17
2755,5510,4,34,8,6,15
2756,5512,4,32,7,6,12
2757,5514,4,33,6,18,15
2758,5516,4,33,6,15,12
2759,5518,3,33,6,13,10
2760,5520,3,32,18,25,9
2761,5522,3,31,15,21,8
2762,5524,3,32,12,17,8
2763,5526,4,33,14,18,11
2764,5528,5,32,12,21,10
2765,5530,4,32,11,26,9
2766,5532,4,32,10,23,8
2767,5534,3,32,9,19,7
2768,5536,3,31,8,16,7
2769,5538,3,31,8,14,7
2770,5540,3,30,8,12,6
2771,5542,3,31,8,11,6
2772,5544,4,33,10,12,8
2773,5546,4,33,9,11,7
2774,5548,4,32,8,10,5
2775,5550,3,32,7,10,4
2776,5552,3,32,5,9,3
2777,5554,3,32,5,8,4
2778,5556,3,32,6,7,18
2779,5558,3,33,6,5,16
2780,5560,3,32,5,5,17
2781,5562,6,34,7,8,18
2782,5564,5,41,6,7,15
2783,5566,5,47,5,6,14
2784,5568,5,44,6,6,12
2785,5570,4,41,5,5,12
2786,5572,4,39,6,6,9
2787,5574,4,38,5,5,8
2788,5576,4,36,5,5,8
2789,5578,4,34,12,5,7
2790,5580,5,36,14,7,10
2791,5582,5,35,12,14,8
2792,5584,4,34,11,13,7
2793,5586,4,33,10,11,7
2794,5588,4,33,10,10,7
2795,5590,4,32,9,9,6
2796,5592,4,32,8,8,6
2797,5594,3,32,8,7,5
2798,5596,3,31,8,8,6
2799,5598,4,33,11,10,9
2800,5600,4,32,10,9,8
2801,5602,8,32,12,21,7
2802,5604,7,31,11,18,7
2803,5606,7,31,10,15,7
2804,5608,6,32,10,13,6
2805,5610,5,32,11,26,17
2806,5612,5,32,10,21,15
2807,5614,5,33,9,19,13
2808,5616,5,34,12,18,14
2809,5618,4,33,10,15,12
2810,5620,4,32,9,13,10
2811,5622,4,32,8,10,8
2812,5624,4,32,8,10,7
2813,5626,3,32,20,8,14
2814,5628,3,38,17,17,13
2815,5630,3,37,15,15,11
2816,5632,3,36,12,14,9
2817,5634,4,37,14,16,11
2818,5636,4,36,13,14,9
2819,5638,7,35,11,12,7
2820,5640,6,35,10,11,6
2821,5642,6,36,9,9,6
2822,5644,5,36,9,8,5
2823,5646,4,38,7,17,5
2824,5648,4,37,7,15,5
2825,5650,4,36,7,12,5
2826,5652,5,37,9,13,8
2827,5654,5,36,8,12,6
2828,5656,4,36,9,10,6
2829,5658,4,34,8,9,7
2830,5660,4,34,12,8,6
2831,5662,4,34,10,7,6
2832,5664,3,33,10,6,5
2833,5666,3,33,9,6,6
2834,5668,3,33,16,6,6
2835,5670,4,38,15,9,9
2836,5672,3,37,12,11,8
2837,5674,3,35,14,9,21
2838,5676,3,35,12,8,19
2839,5678,3,34,10,7,16
2840,5680,8,34,9,8,13
2841,5682,10,33,9,12,12
2842,5684,9,32,8,11,11
2843,5686,7,32,7,8,10
2844,5688,7,33,10,11,12
2845,5690,6,33,10,10,11
2846,5692,6,33,16,9,10
2847,5694,5,33,16,8,9
2848,5696,5,32,14,9,8
2849,5698,4,32,12,9,7
2850,5700,4,32,11,8,7
2851,5702,4,32,11,8,7
2852,5704,3,32,9,7,7
2853,5706,4,34,12,9,9
2854,5708,4,33,11,8,9
2855,5710,4,33,10,8,8
2856,5712,3,33,14,9,8
2857,5714,3,39,13,8,7
2858,5716,3,37,11,8,6
2859,5718,3,36,10,8,6
2860,5720,3,36,9,8,18
2861,5722,3,35,8,8,17
2862,5724,6,36,11,11,18
2863,5726,8,35,15,10,15
2864,5728,7,34,25,8,13
2865,5730,6,34,29,7,22
2866,5732,5,34,23,7,19
2867,5734,5,33,19,7,17
2868,5736,5,33,15,6,14
2869,5738,5,33,14,5,12
2870,5740,4,33,23,5,10
2871,5742,5,34,22,8,13
2872,5744,5,33,19,8,12
2873,5746,5,33,17,8,11
2874,5748,4,33,14,20,12
2875,5750,5,33,12,19,10
2876,5752,4,33,11,16,9
2877,5754,4,33,9,14,8
2878,5756,4,33,8,13,7
2879,5758,3,32,7,11,6
2880,5760,4,34,9,12,9
2881,5762,4,33,8,9,9
2882,5764,4,32,7,8,8
2883,5766,4,33,5,7,8
2884,5768,4,33,5,5,6
2885,5770,3,33,4,5,5
2886,5772,3,33,4,4,5
2887,5774,4,32,3,3,4
2888,5776,3,33,4,3,4
2889,5778,4,34,6,5,6
2890,5780,4,34,7,5,6
2891,5782,3,33,7,4,5
2892,5784,3,33,6,3,14
2893,5786,3,38,6,4,13
2894,5788,3,37,6,5,12
2895,5790,3,36,6,4,10
2896,5792,3,36,5,3,10
2897,5794,3,34,5,4,8
2898,5796,4,36,7,6,11
2899,5798,5,34,8,5,9
2900,5800,4,35,7,9,9
2901,5802,4,34,7,8,8
2902,5804,4,34,7,7,9
2903,5806,3,33,7,7,21
2904,5808,4,33,6,7,18
2905,5810,5,33,5,5,19
2906,5812,4,32,14,5,18
2907,5814,5,35,28,8,18
2908,5816,5,35,23,7,16
2909,5818,5,34,19,11,18
2910,5820,5,34,16,11,15
2911,5822,4,34,15,10,13
2912,5824,4,33,13,10,11
2913,5826,4,33,12,8,11
2914,5828,4,33,9,8,10
2915,5830,4,35,21,7,9
2916,5832,4,36,22,15,11
2917,5834,5,36,17,14,11
2918,5836,4,35,15,12,10
2919,5838,4,35,14,11,8
2920,5840,4,35,12,9,14
2921,5842,4,35,12,8,14
2922,5844,4,34,9,7,12
2923,5846,4,34,8,6,12
2924,5848,3,34,7,6,10
2925,5850,4,35,10,9,13
2926,5852,4,35,9,9,12
2927,5854,4,34,7,8,10
2928,5856,4,34,7,7,9
2929,5858,3,33,6,6,8
2930,5860,4,33,6,6,7
2931,5862,4,33,5,7,7
2932,5864,3,38,4,7,7
2933,5866,3,38,4,7,5
2934,5868,4,39,7,9,8
2935,5870,9,38,5,8,7
2936,5872,8,37,6,8,7
2937,5874,7,37,7,7,7
2938,5876,6,44,7,7,6
2939,5878,8,42,6,8,6
2940,5880,12,40,5,7,6
2941,5882,10,39,5,21,6
2942,5884,9,37,5,18,5
2943,5886,8,38,8,19,8
2944,5888,10,37,7,17,7
2945,5890,9,36,8,18,6
2946,5892,8,35,7,16,4
2947,5894,7,34,6,15,4
2948,5896,7,34,6,12,4
2949,5898,6,42,7,12,4
2950,5900,6,40,7,11,3
2951,5902,5,39,6,10,3
2952,5904,6,40,8,14,6
2953,5906,5,38,7,12,6
2954,5908,4,38,6,11,6
2955,5910,8,37,6,9,5
2956,5912,7,36,5,9,6
2957,5914,6,36,5,8,5
2958,5916,5,35,6,8,5
2959,5918,9,35,6,6,5
2960,5920,8,34,5,6,4
2961,5922,8,35,8,9,7
2962,5924,7,36,6,7,7
2963,5926,6,36,6,7,7
2964,5928,5,35,4,6,12
2965,5930,5,35,5,5,21
2966,5932,5,34,6,5,19
2967,5934,4,34,6,4,17
2968,5936,4,34,5,4,15
2969,5938,4,34,4,6,12
2970,5940,9,35,16,9,14
2971,5942,8,43,14,8,12
2972,5944,7,41,12,7,11
2973,5946,6,39,11,12,17
2974,5948,5,38,10,11,14
2975,5950,5,37,9,11,12
2976,5952,5,36,7,10,10
2977,5954,5,36,6,9,9
2978,5956,4,35,7,8,9
2979,5958,5,37,9,10,11
2980,5960,5,36,8,9,10
2981,5962,4,35,7,8,11
2982,5964,4,35,7,8,9
2983,5966,4,35,7,8,9
2984,5968,4,35,7,7,9
2985,5970,4,34,6,5,9
2986,5972,4,34,6,6,7
2987,5974,3,34,5,13,7
2988,5976,4,35,8,14,10
2989,5978,4,35,9,12,9
2990,5980,4,38,8,11,8
2991,5982,4,37,7,10,7
2992,5984,3,37,5,9,6
2993,5986,3,36,5,8,5
2994,5988,3,36,5,7,4
2995,5990,3,35,4,7,5
2996,5992,5,34,4,7,5
2997,5994,5,36,7,10,7
2998,5996,5,36,7,10,7
2999,5998,5,36,6,9,6
3000,6000,5,36,6,8,15
3001,6002,4,39,6,7,12
3002,6004,4,38,6,7,12
3003,6006,4,37,7,7,11
3004,6008,4,37,13,7,10
3005,6010,4,35,11,6,9
3006,6012,5,36,13,8,11
3007,6014,5,36,12,8,24
3008,6016,4,36,10,8,19
3009,6018,4,35,10,7,17
3010,6020,4,35,9,7,14
3011,6022,5,34,9,6,11
3012,6024,5,34,8,6,10
3013,6026,4,34,8,6,10
3014,6028,4,34,8,6,8
3015,6030,4,36,9,9,11
3016,6032,4,35,9,8,9
3017,6034,4,34,8,9,8
3018,6036,4,34,6,8,8
3019,6038,3,33,4,7,7
3020,6040,4,33,5,8,7
3021,6042,5,34,5,7,6
3022,6044,5,33,11,6,7
3023,6046,7,33,9,6,6
3024,6048,7,34,12,8,8
3025,6050,7,42,10,7,6
3026,6052,6,40,9,7,8
3027,6054,10,39,8,6,8
3028,6056,9,42,8,6,11
3029,6058,7,40,6,6,10
3030,6060,7,46,6,6,8
3031,6062,6,44,6,5,8
3032,6064,6,42,6,5,8
3033,6066,6,42,8,8,10
3034,6068,5,41,8,7,8
3035,6070,5,40,8,7,7
3036,6072,4,38,12,6,7
3037,6074,4,37,11,7,7
3038,6076,4,36,10,6,6
3039,6078,3,35,9,7,5
3040,6080,3,35,9,6,4
3041,6082,2,35,7,7,4
3042,6084,4,38,10,8,7
3043,6086,8,37,9,8,6
3044,6088,7,37,16,7,7
3045,6090,7,36,15,7,7
3046,6092,6,36,12,5,10
3047,6094,6,36,11,8,9
3048,6096,5,35,10,7,8
3049,6098,4,35,9,5,7
3050,6100,8,35,7,4,7
3051,6102,8,36,10,8,12
3052,6104,7,36,8,7,11
3053,6106,6,35,8,7,9
3054,6108,5,35,7,7,8
3055,6110,5,35,7,5,7
3056,6112,5,34,7,5,7
3057,6114,4,34,5,4,8
3058,6116,4,34,5,6,7
3059,6118,3,34,5,6,7
3060,6120,4,36,7,8,9
3061,6122,4,36,7,7,9
3062,6124,8,36,18,8,8
3063,6126,7,36,20,21,6
3064,6128,6,35,18,17,6
3065,6130,6,43,14,15,6
3066,6132,5,41,13,13,6
3067,6134,4,40,11,12,6
3068,6136,4,39,11,11,6
3069,6138,5,39,13,13,7
3070,6140,4,39,11,10,7
3071,6142,4,37,10,10,12
3072,6144,4,37,9,8,11
3073,6146,4,37,9,7,9
3074,6148,7,37,7,7,9
3075,6150,7,36,7,20,9
3076,6152,6,35,7,17,9
3077,6154,5,35,6,14,8
3078,6156,6,36,9,16,10
3079,6158,6,36,8,13,9
3080,6160,5,43,8,11,8
3081,6162,5,41,7,10,7
3082,6164,4,40,21,9,11
3083,6166,4,39,17,8,14
3084,6168,4,38,15,8,26
3085,6170,4,37,13,10,22
3086,6172,4,37,11,9,19
3087,6174,5,38,13,11,20
3088,6176,5,37,12,10,16
3089,6178,5,37,10,9,14
3090,6180,5,36,10,8,12
3091,6182,4,36,9,7,11
3092,6184,4,36,8,20,9
3093,6186,4,36,8,24,8
3094,6188,3,36,7,23,8
3095,6190,3,36,7,19,9
3096,6192,5,37,10,21,11
3097,6194,4,36,19,17,10
3098,6196,4,36,17,15,9
3099,6198,4,35,15,13,8
3100,6200,4,34,12,12,8
3101,6202,3,34,10,15,8
3102,6204,3,34,10,13,7
3103,6206,3,35,8,11,7
3104,6208,3,35,7,9,7
3105,6210,4,37,9,11,13
3106,6212,4,36,8,14,11
3107,6214,4,40,8,13,19
3108,6216,4,39,7,25,17
3109,6218,4,38,7,22,14
3110,6220,3,37,6,22,18
3111,6222,3,37,5,19,16
3112,6224,3,36,5,15,14
3113,6226,3,36,5,13,13
3114,6228,4,37,8,13,14
3115,6230,4,37,7,11,12
3116,6232,4,36,7,9,11
3117,6234,4,36,6,8,10
3118,6236,4,36,7,8,8
3119,6238,4,36,7,7,7
3120,6240,4,35,13,7,6
3121,6242,4,35,11,7,6
3122,6244,4,35,10,7,5
3123,6246,5,37,11,10,8
3124,6248,4,36,10,9,7
3125,6250,4,36,10,8,6
3126,6252,4,36,8,7,5
3127,6254,4,38,9,6,5
3128,6256,4,36,8,7,7
3129,6258,3,36,8,6,6
3130,6260,4,35,9,5,6
3131,6262,3,35,9,19,5
3132,6264,4,36,11,19,8
3133,6266,4,37,9,17,7
3134,6268,4,36,8,20,5
3135,6270,4,37,13,18,5
3136,6272,3,37,12,16,5
3137,6274,3,36,10,14,4
3138,6276,3,36,9,12,2
3139,6278,3,36,8,11,3
3140,6280,3,35,7,9,9
3141,6282,4,37,9,11,11
3142,6284,4,36,9,11,10
3143,6286,4,36,7,10,9
3144,6288,4,36,5,10,8
3145,6290,4,36,5,8,9
3146,6292,3,35,5,7,8
3147,6294,3,34,11,7,8
3148,6296,3,35,10,7,19
3149,6298,3,36,10,7,16
3150,6300,4,38,12,22,16
3151,6302,3,37,11,18,13
3152,6304,3,37,10,15,10
3153,6306,4,36,9,13,10
3154,6308,4,40,8,12,8
3155,6310,4,39,11,11,8
3156,6312,3,39,10,11,7
3157,6314,3,38,10,10,6
3158,6316,3,37,10,10,6
3159,6318,4,41,12,11,8
3160,6320,3,40,10,9,6
3161,6322,3,39,8,20,6
3162,6324,3,38,8,17,5
3163,6326,6,37,7,14,5
3164,6328,7,37,6,12,5
3165,6330,6,40,6,11,5
3166,6332,6,39,6,9,5
3167,6334,5,38,6,12,5
3168,6336,6,39,8,14,7
3169,6338,5,39,8,19,7
3170,6340,5,39,7,16,12
3171,6342,4,37,6,15,10
3172,6344,4,37,6,13,9
3173,6346,4,36,5,12,8
3174,6348,4,36,4,11,7
3175,6350,3,38,5,9,7
3176,6352,3,38,4,8,7
3177,6354,4,39,7,11,8
3178,6356,4,38,7,9,7
3179,6358,3,36,7,8,8
3180,6360,3,36,5,7,15
3181,6362,4,36,6,5,12
3182,6364,5,36,7,6,10
3183,6366,5,36,7,6,8
3184,6368,5,44,8,5,8
3185,6370,4,43,13,6,7
3186,6372,5,43,19,9,10
3187,6374,5,42,19,8,8
3188,6376,4,40,16,17,8
3189,6378,4,39,14,15,6
3190,6380,4,38,12,13,6
3191,6382,4,37,11,12,7
3192,6384,4,37,10,10,6
3193,6386,3,36,9,8,6
3194,6388,3,36,9,8,6
3195,6390,4,38,10,9,9
3196,6392,4,37,9,8,8
3197,6394,4,37,7,7,8
3198,6396,4,37,19,6,8
3199,6398,3,37,17,7,13
3200,6400,3,37,15,17,11
3201,6402,3,36,12,14,10
3202,6404,3,37,10,12,9
3203,6406,3,37,10,10,7
3204,6408,4,38,11,11,10
3205,6410,4,37,10,11,8
3206,6412,4,37,8,9,7
3207,6414,4,37,8,8,7
3208,6416,4,36,8,7,7
3209,6418,3,35,7,6,6
3210,6420,3,36,7,6,7
3211,6422,3,36,7,6,6
3212,6424,3,36,7,6,5
3213,6426,4,38,14,11,13
3214,6428,4,38,17,9,11
3215,6430,3,37,14,13,10
3216,6432,3,37,13,11,10
3217,6434,3,36,11,10,11
3218,6436,3,36,10,10,9
3219,6438,6,35,8,9,9
3220,6440,6,36,7,9,9
3221,6442,5,36,7,7,8
3222,6444,5,38,9,10,10
3223,6446,5,37,8,10,10
3224,6448,5,37,8,9,9
3225,6450,4,36,7,8,8
3226,6452,4,36,6,7,7
3227,6454,3,44,6,7,7
3228,6456,3,43,6,6,7
3229,6458,3,42,6,6,6
3230,6460,5,41,5,6,6
3231,6462,5,41,13,9,21
3232,6464,5,40,12,8,18
3233,6466,4,41,9,6,16
3234,6468,4,40,8,6,14
3235,6470,3,39,7,6,14
3236,6472,4,39,6,6,27
3237,6474,4,39,19,6,23
3238,6476,4,38,16,5,20
3239,6478,4,37,13,4,19
3240,6480,4,38,15,6,18
3241,6482,4,38,13,6,15
3242,6484,4,37,12,5,13
3243,6486,3,36,10,5,10
3244,6488,3,36,10,4,10
3245,6490,3,37,10,5,9
3246,6492,3,37,8,5,8
3247,6494,3,37,7,4,7
3248,6496,3,36,6,4,6
3249,6498,4,38,8,7,9
3250,6500,4,40,6,6,13
3251,6502,4,40,5,5,12
3252,6504,4,42,12,4,12
3253,6506,4,41,11,4,11
3254,6508,3,40,19,5,8
3255,6510,3,39,16,5,7
3256,6512,3,38,14,4,7
3257,6514,3,38,13,5,6
3258,6516,4,39,15,7,9
3259,6518,4,39,24,6,8
3260,6520,4,38,21,6,9
3261,6522,3,39,18,6,9
3262,6524,3,46,17,5,8
3263,6526,5,48,14,6,8
3264,6528,4,45,12,5,21
3265,6530,4,43,12,5,17
3266,6532,3,42,9,6,14
3267,6534,6,46,12,9,14
3268,6536,5,44,11,7,13
3269,6538,4,43,9,8,11
3270,6540,4,42,8,7,10
3271,6542,4,41,8,7,9
3272,6544,3,40,14,8,8
3273,6546,3,39,11,7,8
3274,6548,3,38,11,7,8
3275,6550,3,38,10,8,8
3276,6552,4,40,12,10,10
3277,6554,3,39,16,9,8
3278,6556,3,38,14,8,7
3279,6558,3,37,12,20,6
3280,6560,2,37,11,16,6
3281,6562,3,39,11,19,5
3282,6564,3,38,10,16,6
3283,6566,3,38,9,13,5
3284,6568,3,38,14,16,5
3285,6570,4,40,16,27,7
3286,6572,4,40,13,22,6
3287,6574,4,39,11,18,7
3288,6576,4,39,10,14,6
3289,6578,4,41,9,13,6
3290,6580,3,40,8,12,6
3291,6582,3,39,8,10,7
3292,6584,3,39,7,19,6
3293,6586,3,38,6,17,5
3294,6588,4,39,8,18,8
3295,6590,4,38,7,16,7
3296,6592,4,38,6,14,7
3297,6594,4,38,6,17,7
3298,6596,4,37,6,14,6
3299,6598,4,37,5,13,6
3300,6600,4,37,7,11,5
3301,6602,4,37,6,10,5
3302,6604,4,37,5,9,18
3303,6606,5,41,7,10,18
3304,6608,4,42,7,9,15
3305,6610,4,41,6,8,14
3306,6612,4,41,5,7,12
3307,6614,7,40,5,7,11
3308,6616,7,39,5,6,10
3309,6618,6,43,5,19,11
3310,6620,5,46,5,16,8
3311,6622,4,44,5,15,8
3312,6624,5,44,7,15,10
3313,6626,5,42,7,12,9
3314,6628,4,41,6,11,8
3315,6630,4,39,6,9,6
3316,6632,5,38,6,8,6
3317,6634,4,38,6,7,6
3318,6636,4,37,6,7,6
3319,6638,4,37,19,8,5
3320,6640,4,37,15,8,6
3321,6642,6,38,22,10,11
3322,6644,6,37,19,9,10
3323,6646,5,37,15,8,9
3324,6648,4,37,14,9,8
3325,6650,4,37,13,8,8
3326,6652,3,37,12,7,20
3327,6654,4,37,10,7,18
3328,6656,6,37,9,7,15
3329,6658,6,37,9,7,13
3330,6660,7,38,13,9,15
3331,6662,6,38,11,8,13
3332,6664,5,38,13,8,11
3333,6666,5,38,12,7,10
3334,6668,4,37,16,7,9
3335,6670,4,37,13,7,9
3336,6672,4,37,12,7,8
3337,6674,4,37,10,13,7
3338,6676,3,37,8,11,7
3339,6678,4,46,11,13,10
3340,6680,4,45,10,11,9
3341,6682,4,44,9,9,8
3342,6684,4,42,8,11,8
3343,6686,4,41,7,13,7
3344,6688,4,40,7,11,6
3345,6690,4,40,6,10,5
3346,6692,3,40,5,9,6
3347,6694,3,45,5,8,5
3348,6696,4,45,7,10,7
3349,6698,4,43,8,9,6
3350,6700,4,42,8,8,7
3351,6702,3,41,20,9,6
3352,6704,3,41,18,8,7
3353,6706,3,40,17,7,6
3354,6708,3,39,14,7,7
3355,6710,3,42,12,8,7
3356,6712,7,41,21,11,6
3357,6714,7,42,21,13,9
3358,6716,6,40,19,10,8
3359,6718,5,40,16,9,7
3360,6720,5,39,14,9,7
3361,6722,6,39,21,8,7
3362,6724,5,38,17,8,6
3363,6726,5,38,14,8,6
3364,6728,4,37,13,8,6
3365,6730,4,37,20,9,5
3366,6732,5,39,19,11,7
3367,6734,5,38,17,9,5
3368,6736,4,38,15,8,6
3369,6738,4,38,13,9,5
3370,6740,4,41,11,8,5
3371,6742,7,41,10,8,5
3372,6744,6,40,10,7,5
3373,6746,6,40,10,7,4
3374,6748,5,39,9,6,2
3375,6750,6,40,10,10,6
3376,6752,5,40,9,9,6
3377,6754,4,39,8,8,6
3378,6756,4,39,8,7,6
3379,6758,4,39,13,7,6
3380,6760,4,39,12,8,6
3381,6762,4,38,10,6,5
3382,6764,3,38,9,10,5
3383,6766,3,37,8,9,8
3384,6768,4,39,10,11,10
3385,6770,4,39,8,15,9
3386,6772,4,38,7,14,8
3387,6774,4,38,7,12,7
3388,6776,4,40,6,11,6
3389,6778,4,39,5,11,5
3390,6780,4,39,6,10,5
3391,6782,4,38,5,9,6
3392,6784,3,37,5,8,10
3393,6786,4,39,7,11,12
3394,6788,4,40,7,23,11
3395,6790,4,39,6,33,11
3396,6792,5,38,6,27,11
3397,6794,5,46,5,22,10
3398,6796,5,44,5,19,9
3399,6798,4,43,6,17,8
3400,6800,4,42,4,18,7
3401,6802,8,41,5,15,6
3402,6804,8,41,8,16,9
3403,6806,7,41,7,14,8
3404,6808,9,40,7,13,6
3405,6810,8,40,5,12,6
3406,6812,7,40,6,12,15
3407,6814,6,39,7,10,20
3408,6816,5,43,5,9,17
3409,6818,5,43,5,8,14
3410,6820,4,43,4,8,11
3411,6822,4,44,7,10,13
3412,6824,4,42,6,9,11
3413,6826,4,41,6,9,11
3414,6828,5,40,7,8,10
3415,6830,4,42,6,15,10
3416,6832,4,41,6,14,8
3417,6834,4,41,6,12,8
3418,6836,3,40,6,10,8
3419,6838,4,40,6,13,8
3420,6840,4,43,9,15,9
3421,6842,4,41,9,14,9
3422,6844,4,41,8,10,8
3423,6846,4,40,8,10,14
3424,6848,4,39,8,9,12
3425,6850,4,39,7,8,11
3426,6852,4,38,7,9,10
3427,6854,3,38,7,8,10
3428,6856,3,38,7,8,8
3429,6858,5,40,9,10,11
3430,6860,5,39,9,9,9
3431,6862,5,39,8,8,9
3432,6864,4,39,9,8,8
3433,6866,4,38,8,7,8
3434,6868,5,38,7,6,7
3435,6870,6,39,6,6,8
3436,6872,9,38,5,5,7
3437,6874,8,37,5,5,9
3438,6876,8,39,7,10,9
3439,6878,7,39,7,9,9
3440,6880,7,39,7,8,8
3441,6882,6,39,7,8,7
3442,6884,5,38,7,7,6
3443,6886,5,38,6,6,5
3444,6888,5,37,6,19,5
3445,6890,4,37,7,18,5
3446,6892,5,38,6,15,5
3447,6894,5,40,9,15,8
3448,6896,5,39,9,13,7
3449,6898,5,39,7,12,9
3450,6900,4,40,7,10,9
3451,6902,4,39,7,10,8
3452,6904,4,39,9,9,7
3453,6906,3,38,7,8,6
3454,6908,5,38,7,13,6
3455,6910,6,38,6,12,5
3456,6912,6,40,9,13,7
3457,6914,6,41,8,25,6
3458,6916,5,41,11,21,6
3459,6918,5,40,10,18,5
3460,6920,9,40,8,17,5
3461,6922,8,39,8,15,6
3462,6924,7,38,7,21,6
3463,6926,7,38,6,18,13
3464,6928,6,38,6,21,11
3465,6930,6,40,10,20,16
3466,6932,5,39,9,17,15
3467,6934,5,40,8,14,13
3468,6936,5,40,13,23,12
3469,6938,5,40,22,24,11
3470,6940,4,39,19,21,10
3471,6942,4,40,16,18,10
3472,6944,4,39,14,15,9
3473,6946,4,40,12,14,8
3474,6948,5,42,12,15,10
3475,6950,4,41,12,13,9
3476,6952,4,40,10,11,8
3477,6954,3,40,9,10,8
3478,6956,3,40,8,8,7
3479,6958,3,39,6,7,7
3480,6960,3,39,20,8,8
3481,6962,7,39,17,7,8
3482,6964,6,38,15,7,18
3483,6966,6,40,19,9,19
3484,6968,6,40,15,8,16
3485,6970,5,39,12,6,14
3486,6972,5,39,11,6,12
3487,6974,5,39,10,6,9
3488,6976,4,44,9,6,9
3489,6978,4,42,8,6,13
3490,6980,4,42,9,5,12
3491,6982,4,47,8,4,10
3492,6984,5,47,10,10,12
3493,6986,5,45,9,8,15
3494,6988,4,44,8,17,13
3495,6990,4,42,10,15,11
3496,6992,4,42,9,14,10
3497,6994,4,42,8,12,10
3498,6996,4,42,7,11,10
3499,6998,3,41,6,10,9
3500,7000,4,48,5,9,7
3501,7002,4,47,9,12,9
3502,7004,4,46,21,11,9
3503,7006,8,44,27,10,7
3504,7008,8,43,23,10,7
3505,7010,8,45,20,9,7
3506,7012,7,44,17,7,6
3507,7014,6,43,14,7,12
3508,7016,6,41,12,6,12
3509,7018,5,41,11,5,11
3510,7020,6,44,13,9,12
3511,7022,5,45,12,8,11
3512,7024,5,45,11,7,9
3513,7026,4,44,10,7,8
3514,7028,4,44,11,6,8
3515,7030,5,43,23,7,8
3516,7032,5,42,20,7,7
3517,7034,5,42,18,6,6
3518,7036,5,45,16,5,6
3519,7038,5,45,16,8,8
3520,7040,5,43,15,8,8
3521,7042,5,42,12,7,7
3522,7044,4,41,10,19,7
3523,7046,4,48,10,17,5
3524,7048,3,46,9,13,6
3525,7050,3,44,12,12,6
3526,7052,3,44,10,11,6
3527,7054,5,43,9,10,5
3528,7056,6,43,11,11,8
3529,7058,5,42,19,10,7
3530,7060,4,42,15,9,10
3531,7062,5,41,14,8,10
3532,7064,4,48,12,7,8
3533,7066,4,48,11,6,8
3534,7068,4,46,10,6,7
3535,7070,4,44,8,6,7
3536,7072,3,43,6,7,7
3537,7074,4,45,9,10,10
3538,7076,4,44,11,8,9
3539,7078,4,51,9,8,14
3540,7080,4,48,8,8,12
3541,7082,4,46,7,8,10
3542,7084,4,44,7,12,10
3543,7086,3,43,7,10,8
3544,7088,4,43,6,9,9
3545,7090,3,42,6,7,8
3546,7092,4,43,8,10,10
3547,7094,4,42,8,9,9
3548,7096,4,46,7,7,9
3549,7098,6,45,7,6,22
3550,7100,5,43,6,6,19
3551,7102,5,42,6,6,16
3552,7104,4,41,5,6,14
3553,7106,4,41,4,10,11
3554,7108,9,41,4,9,10
3555,7110,9,42,7,9,13
3556,7112,7,42,6,8,11
3557,7114,6,41,7,7,10
3558,7116,6,40,6,6,10
3559,7118,5,40,7,5,7
3560,7120,5,40,6,6,7
3561,7122,4,39,6,6,7
3562,7124,3,39,6,5,8
3563,7126,3,42,11,5,8
3564,7128,4,43,93,10,10
3565,7130,4,50,91,9,8
3566,7132,4,47,90,8,8
3567,7134,4,46,90,7,7
3568,7136,4,45,90,7,7
3569,7138,4,44,90,6,5
3570,7140,3,44,90,6,5
3571,7142,3,43,90,6,5
3572,7144,3,42,90,5,5
3573,7146,4,43,90,8,8
3574,7148,4,42,90,7,9
3575,7150,4,41,90,11,8
3576,7152,4,41,100,10,8
3577,7154,3,40,97,10,7
3578,7156,3,40,95,10,6
3579,7158,3,39,94,14,10
3580,7160,3,39,92,12,10
3581,7162,3,39,90,11,10
3582,7164,4,41,93,12,11
